Timestamp,Student ID,Age,Gender,Department,GPA,Satisfaction (1-5),Comments
09/06/2023 07:56:00,STUD3031,21,Other,Cell Biology and Genetics,1.93,3,Comment 6035: The course was great!
09/07/2023 08:43:00,STUD2805,100,Other,Zoology,1.59,2,Comment 6036: The course was great!
09/08/2023 18:03:00,STUD7863,20,Male,Geophysics,0.87,5,This is spam... ignore me
09/09/2023 12:43:00,STUD5335,15,Female,Mathematics,3.84,1,Comment 6038: The course was great!
09/10/2023 07:50:00,STUD7989,25,Other,Botany,1.56,2,Comment 6039: The course was great!
09/11/2023 19:25:00,STUD5815,21,Male,Geophy,0.26,4,This is spam... ignore me
09/12/2023 20:26:00,STUD4276,25,Female,Microbiology,3.07,3,Comment 6041: The course was great!
09/13/2023 23:52:00,STUD7853,25,Male,Botany,2.14,3,Comment 6042: The course was great!
09/14/2023 23:48:00,STUD9801,23,Female,Botany,5.0,4,
09/15/2023 17:39:00,STUD9142,21,Female,Cell Biology and Genetics,2.68,4,Comment 6044: The course was great!
09/16/2023 05:55:00,STUD6310,25,,Cell Biology and Genetics,3.84,1,
09/17/2023 13:58:00,STUD7850,23,Other,Zoology,3.32,4,Comment 6046: The course was great!
09/18/2023 15:23:00,STUD5942,,Other,Mathematics,0.7,1,Comment 6047: The course was great!
09/19/2023 20:00:00,STUD9470,23,Male,Mathematics,1.64,4,
09/20/2023 18:12:00,STUD4708,21,Male,Biochemistry,3.15,3,
09/21/2023 11:29:00,STUD8166,20,Male,Microbiology,1.52,5,
09/22/2023 04:02:00,STUD8009,25,Male,Cell Biology and Genetics,3.28,1,
09/23/2023 15:14:00,STUD4438,23,Other,Marine Sciences,0.21,4,Comment 6052: The course was great!
09/24/2023 17:24:00,STUD9360,24,Female,Botany,2.0,2,
09/25/2023 23:30:00,STUD7160,19,Female,Marine Sci,,,This is spam... ignore me
09/26/2023 23:15:00,STUD4953,19,Other,Geology,3.84,2,Comment 6055: The course was great!
09/27/2023 02:10:00,STUD5107,23,Female,Geophysics,1.56,2,
09/28/2023 16:11:00,STUD7029,18,Male,Geology,3.98,5,Comment 6057: The course was great!
09/29/2023 16:54:00,STUD9523,25,Male,Cell Biology and Genetics,1.19,1,
09/30/2023 10:32:00,STUD6512,20,Other,Physics,2.99,5,Comment 6059: The course was great!
09/01/2023 22:39:00,STUD5088,19,Female,Mathematics,0.36,4,This is spam... ignore me
09/02/2023 12:23:00,STUD1259,25,Female,Geophysics,,6,Comment 6061: The course was great!
09/03/2023 14:42:00,STUD7074,,Female,Marine Sciences,1.14,4,This is spam... ignore me
09/04/2023 19:42:00,STUD2581,23,Other,Biochemistry,0.19,1,Comment 6063: The course was great!
09/05/2023 18:49:00,STUD4403,19,Male,Chemistry,,4,This is spam... ignore me
09/06/2023 11:01:00,STUD9645,20,Other,Chem,1.94,2,
09/07/2023 20:48:00,STUD2842,23,Female,Marine Sciences,3.01,5,This is spam... ignore me
09/08/2023 01:11:00,STUD6100,20,Male,Chemistry,2.59,4,
09/09/2023 06:46:00,STUD4049,25,Male,Marine Sciences,2.17,2,This is spam... ignore me
09/10/2023 14:32:00,STUD8306,24,Other,Marine Sciences,3.35,3,
09/11/2023 00:57:00,STUD1647,25,Male,Geophysics,0.13,6,This is spam... ignore me
09/12/2023 16:56:00,STUD8052,18,Female,Phys,1.34,4,Comment 6071: The course was great!
09/13/2023 10:19:00,STUD6972,24,Other,Geophy,1.54,4,Comment 6072: The course was great!
09/14/2023 23:28:00,STUD8172,25,Male,Cell Bio,0.28,1,This is spam... ignore me
09/15/2023 06:25:00,STUD2786,22,Female,Physics,3.7,5,This is spam... ignore me
09/16/2023 20:52:00,STUD6290,24,Female,Zoology,,1,Comment 6075: The course was great!
09/17/2023 13:55:00,STUD6128,25,Female,Biochemistry,2.34,3,
09/18/2023 04:19:00,STUD8474,19,Malee,Physics,2.17,1,This is spam... ignore me
09/19/2023 23:14:00,STUD4929,18,Other,Physics,0.23,7,
09/20/2023 19:41:00,STUD2750,20,Other,Mathematics,,2,
09/21/2023 10:36:00,STUD1789,21,Male,Microbiology,A,3,Comment 6080: The course was great!
09/22/2023 18:39:00,STUD7511,15,Female,Marine Sciences,2.51,2,Comment 6081: The course was great!
09/23/2023 21:31:00,STUD3314,18,Male,Biochemistry,3.91,2,Comment 6082: The course was great!
09/24/2023 19:28:00,STUD1111,24,Other,Physics,2.16,2,Comment 6083: The course was great!
09/25/2023 11:30:00,STUD3904,25,Male,Chemistry,1.48,5,
09/26/2023 13:12:00,STUD5672,24,Male,,2.8,1,
09/27/2023 09:34:00,STUD1759,22,Female,Geology,1.12,2,This is spam... ignore me
09/28/2023 11:41:00,STUD1603,,Male,Computer Science,2.75,4,Comment 6087: The course was great!
09/29/2023 16:26:00,STUD7373,18,Malee,Physics,0.07,2,This is spam... ignore me
09/30/2023 18:57:00,STUD1603,25,Other,Marine Sci,2.54,4,Comment 6089: The course was great!
invalid date,STUD4030,20,Other,Cell Biology and Genetics,,3,Comment 6090: The course was great!
09/02/2023 00:46:00,STUD7905,19,Male,Computer Science,0.86,4,Comment 6091: The course was great!
09/03/2023 03:35:00,STUD4288,24,Female,Geology,-1.2,2,Comment 6092: The course was great!
09/04/2023 01:59:00,STUD3317,23,Male,,3.26,2,Comment 6093: The course was great!
09/05/2023 23:45:00,STUD9313,18,Other,Geology,0.24,3,This is spam... ignore me
09/06/2023 21:15:00,STUD4685,19,Male,Zoology,2.52,,This is spam... ignore me
09/07/2023 15:47:00,STUD8667,22,Female,Biochemistry,2.89,7,Comment 6096: The course was great!
09/08/2023 04:58:00,STUD5370,19,Other,Physics,,5,Comment 6097: The course was great!
09/09/2023 01:32:00,STUD2506,,Femal,Geology,3.66,3,Comment 6098: The course was great!
09/10/2023 07:08:00,STUD8255,22,Male,Microbiology,3.51,3,
09/11/2023 09:55:00,STUD1776,twenty,Female,Botany,,1,
09/12/2023 08:33:00,STUD7479,24,Other,Cell Biology and Genetics,0.12,2,
09/13/2023 03:45:00,STUD6494,,,Cell Biology and Genetics,1.68,2,
09/14/2023 22:51:00,STUD2536,19,Female,Mathematics,-1.2,1,
09/15/2023 12:35:00,STUD4554,25,Other,,,,
09/16/2023 16:10:00,STUD6668,19,Male,Geophysics,1.74,4,
09/17/2023 00:15:00,STUD2635,25,Other,Microbiology,3.28,2,Comment 6106: The course was great!
09/18/2023 18:26:00,STUD4142,23,Other,Cell Biology and Genetics,3.08,4,
09/19/2023 14:13:00,STUD8069,19,Female,Computer Science,0.59,4,
09/20/2023 04:18:00,STUD8831,23,Other,Geology,3.12,2,Comment 6109: The course was great!
09/21/2023 18:43:00,STUD8900,18,Female,Botany,3.82,2,
09/22/2023 14:00:00,STUD7060,21,Other,Zoo,3.52,1,Comment 6111: The course was great!
09/23/2023 06:56:00,STUD7814,21,Male,Physics,2.8,,Comment 6112: The course was great!
09/24/2023 06:44:00,STUD3752,25,Malee,Cell Biology and Genetics,1.37,4,This is spam... ignore me
09/25/2023 18:14:00,STUD1301,18,Other,Zoology,3.25,1,Comment 6114: The course was great!
09/26/2023 01:53:00,STUD2279,,Female,Geophysics,2.85,4,Comment 6115: The course was great!
09/27/2023 16:28:00,STUD8325,24,Female,Geophysics,2.64,4,
09/28/2023 23:11:00,STUD2168,18,Male,Marine Sciences,1.79,1,
09/29/2023 00:16:00,STUD1622,19,Female,Microbiology,1.23,1,This is spam... ignore me
09/30/2023 18:29:00,STUD4778,23,,Chemistry,0.57,,This is spam... ignore me
09/01/2023 02:47:00,STUD6706,24,Male,Cell Biology and Genetics,2.91,3,Comment 6120: The course was great!
09/02/2023 20:16:00,STUD7089,19,Other,Geophysics,,4,Comment 6121: The course was great!
09/03/2023 10:55:00,STUD2377,23,Male,Geophysics,3.72,4,This is spam... ignore me
09/04/2023 06:04:00,STUD2545,25,Female,Chemistry,0.56,,Comment 6123: The course was great!
09/05/2023 00:16:00,STUD3063,23,Female,Computer Science,2.87,5,Comment 6124: The course was great!
09/06/2023 15:08:00,STUD5989,25,Other,Mathematics,3.71,3,
09/07/2023 16:31:00,STUD3538,22,Other,Zoology,0.63,4,
09/08/2023 18:07:00,STUD2084,25,Othr,Marine Sciences,3.42,2,Comment 6127: The course was great!
09/09/2023 10:17:00,STUD2593,24,Female,Biochemistry,2.5,2,Comment 6128: The course was great!
09/10/2023 16:13:00,STUD3366,twenty,Male,Zoology,2.32,5,Comment 6129: The course was great!
09/11/2023 08:47:00,STUD9518,19,Female,Cell Biology and Genetics,0.05,7,Comment 6130: The course was great!
09/12/2023 18:41:00,STUD1587,20,Other,Mathematics,2.49,4,This is spam... ignore me
09/13/2023 16:01:00,STUD6874,25,Female,Geology,2.28,7,
invalid date,STUD9554,19,Other,Physics,1.77,1,This is spam... ignore me
09/15/2023 13:49:00,STUD1555,19,Female,Geophysics,2.36,5,This is spam... ignore me
09/16/2023 20:54:00,STUD2887,22,Female,Marine Sciences,0.93,4,
09/17/2023 17:14:00,STUD7623,18,Male,Marine Sciences,3.64,2,
09/18/2023 10:46:00,STUD3000,21,Female,,3.83,5,Comment 6137: The course was great!
09/19/2023 17:24:00,STUD6506,18,Female,Physics,5.0,1,This is spam... ignore me
09/20/2023 16:33:00,STUD4810,19,Female,Mathematics,5.0,1,
09/21/2023 18:22:00,STUD4747,18,Other,Geophysics,3.66,5,Comment 6140: The course was great!
09/22/2023 22:05:00,STUD5891,,Female,Zoology,2.15,2,Comment 6141: The course was great!
09/23/2023 02:11:00,STUD7026,18,Male,Botany,0.89,2,Comment 6142: The course was great!
09/24/2023 11:14:00,STUD3975,24,Femal,Biochemistry,2.75,4,Comment 6143: The course was great!
09/25/2023 09:07:00,STUD1886,100,Female,Biochemistry,3.15,5,This is spam... ignore me
09/26/2023 07:13:00,STUD5132,24,Other,Marine Sciences,2.73,4,Comment 6145: The course was great!
09/27/2023 20:04:00,STUD4360,20,Female,Zoology,1.3,1,Comment 6146: The course was great!
09/28/2023 21:05:00,STUD1764,,Female,Biochemistry,3.63,5,
09/29/2023 15:07:00,STUD1447,15,Female,Physics,3.96,2,
09/30/2023 14:09:00,STUD7877,19,Female,Mathematics,0.66,4,
09/01/2023 23:06:00,STUD4570,25,Male,Marine Sci,2.71,5,
09/02/2023 22:19:00,STUD2432,19,Female,Geophysics,2.85,2,Comment 6151: The course was great!
09/03/2023 16:31:00,STUD1297,100,Female,Microbio,,4,Comment 6152: The course was great!
09/04/2023 03:28:00,STUD2428,24,,Physics,2.14,3,Comment 6153: The course was great!
09/05/2023 19:02:00,STUD2547,,Female,Zoology,3.64,1,
09/06/2023 19:31:00,STUD9439,100,Male,Microbio,1.3,7,Comment 6155: The course was great!
09/07/2023 10:21:00,STUD2378,19,Other,Botany,2.9,1,Comment 6156: The course was great!
09/08/2023 23:53:00,STUD3225,22,Male,Cell Biology and Genetics,2.7,1,Comment 6157: The course was great!
09/09/2023 19:53:00,STUD5432,25,Female,Physics,2.28,5,Comment 6158: The course was great!
09/10/2023 16:27:00,STUD5621,21,Male,Cell Biology and Genetics,,2,Comment 6159: The course was great!
09/11/2023 22:38:00,STUD8349,24,Female,Geophysics,-1.2,3,
09/12/2023 08:20:00,STUD7119,23,Other,Cell Biology and Genetics,1.77,4,Comment 6161: The course was great!
09/13/2023 21:39:00,STUD5087,20,Male,Marine Sciences,3.75,,
09/14/2023 21:14:00,STUD3234,19,Other,Geology,1.44,1,
09/15/2023 20:07:00,STUD3766,18,Female,Biochemistry,0.55,0,
09/16/2023 20:07:00,STUD9012,18,Male,Computer Science,3.42,2,Comment 6165: The course was great!
09/17/2023 20:49:00,STUD5860,,Other,Geology,3.9,,Comment 6166: The course was great!
09/18/2023 16:30:00,STUD4951,22,Male,Zoology,0.37,1,Comment 6167: The course was great!
09/19/2023 07:03:00,STUD1040,18,Other,Botany,3.09,4,This is spam... ignore me
09/20/2023 15:23:00,STUD9183,19,Other,Botany,2.85,3,Comment 6169: The course was great!
09/21/2023 15:43:00,STUD1484,19,Female,Geology,1.57,2,Comment 6170: The course was great!
09/22/2023 23:36:00,STUD3465,18,Male,Cell Biology and Genetics,3.32,2,
09/23/2023 10:51:00,STUD6061,24,Female,Biochemistry,1.87,0,Comment 6172: The course was great!
09/24/2023 14:36:00,STUD4017,24,Female,Geophysics,A,4,Comment 6173: The course was great!
09/25/2023 00:59:00,STUD7118,21,Female,Chemistry,0.64,4,
09/26/2023 05:33:00,STUD9614,18,Male,Chemistry,3.2,4,
09/27/2023 14:28:00,STUD8871,18,Male,Computer Science,3.72,4,Comment 6176: The course was great!
09/28/2023 15:27:00,STUD6003,15,Other,Geology,3.96,2,Comment 6177: The course was great!
09/29/2023 09:53:00,STUD4750,18,Female,Geophysics,3.26,4,This is spam... ignore me
09/30/2023 09:58:00,STUD6582,25,Other,Marine Sciences,3.36,1,Comment 6179: The course was great!
09/01/2023 23:22:00,STUD6720,19,Other,,2.23,5,This is spam... ignore me
09/02/2023 10:00:00,STUD6320,24,Male,Physics,0.27,1,
09/03/2023 13:31:00,STUD8080,19,Other,Mathematics,2.65,,Comment 6182: The course was great!
09/04/2023 05:17:00,STUD2334,21,Male,Zoology,2.28,1,
09/05/2023 21:31:00,STUD7052,18,Female,Zoology,2.69,1,
09/06/2023 18:09:00,STUD3738,,Female,Zoology,2.28,1,
09/07/2023 07:37:00,STUD3286,24,Male,Physics,1.09,4,Comment 6186: The course was great!
09/08/2023 22:46:00,STUD8641,21,,Computer Science,3.73,4,Comment 6187: The course was great!
09/09/2023 08:04:00,STUD7907,24,Female,Marine Sciences,1.85,5,
09/10/2023 21:48:00,STUD5923,24,Female,Marine Sciences,0.71,1,Comment 6189: The course was great!
09/11/2023 00:21:00,STUD6900,18,Female,Geophysics,0.5,4,Comment 6190: The course was great!
09/12/2023 04:48:00,STUD9133,18,Female,Chemistry,2.65,4,This is spam... ignore me
09/13/2023 13:14:00,STUD1484,19,Other,Botany,3.6,3,
09/14/2023 19:16:00,STUD8396,20,Female,Mathematics,3.51,2,
09/15/2023 11:42:00,STUD2273,25,Female,Zoology,1.11,5,This is spam... ignore me
09/16/2023 09:25:00,STUD2044,,Male,Biochemistry,,2,This is spam... ignore me
invalid date,STUD4429,25,Other,Botany,2.69,1,
09/18/2023 17:33:00,STUD6244,20,Male,Physics,,2,Comment 6197: The course was great!
09/19/2023 13:03:00,STUD4049,,Female,Marine Sciences,5.0,2,Comment 6198: The course was great!
09/20/2023 08:22:00,STUD4677,22,Male,Physics,3.66,3,
09/21/2023 23:25:00,STUD6906,23,Other,Botany,1.38,5,Comment 6200: The course was great!
09/22/2023 06:21:00,STUD1587,20,Female,Chemistry,1.71,5,This is spam... ignore me
09/23/2023 09:39:00,STUD6192,100,Female,Biochemistry,,,Comment 6202: The course was great!
09/24/2023 13:32:00,STUD6602,21,Other,Geophysics,1.41,1,This is spam... ignore me
09/25/2023 19:51:00,STUD7634,22,Other,Microbiology,3.3,4,Comment 6204: The course was great!
09/26/2023 23:54:00,STUD7153,20,Male,,0.03,3,
09/27/2023 02:20:00,STUD9174,21,,Computer Science,1.26,5,Comment 6206: The course was great!
09/28/2023 05:28:00,STUD7284,18,Female,Marine Sci,2.47,4,
09/29/2023 06:39:00,STUD5233,22,Female,Zoology,0.36,5,
09/30/2023 06:56:00,STUD2042,,Other,Biochemistry,0.95,3,Comment 6209: The course was great!
09/01/2023 01:28:00,STUD5892,21,Female,,,5,
09/02/2023 07:14:00,STUD8190,22,Female,Chemistry,0.84,2,
09/03/2023 21:56:00,STUD1145,23,Female,Mathematics,2.62,5,Comment 6212: The course was great!
09/04/2023 23:48:00,STUD7444,22,Female,Marine Sci,3.33,4,This is spam... ignore me
09/05/2023 13:41:00,STUD4157,25,Female,Marine Sciences,0.62,4,This is spam... ignore me
09/06/2023 12:04:00,STUD5133,,Male,Mathematics,2.48,2,Comment 6215: The course was great!
09/07/2023 01:16:00,STUD1544,23,Female,Biochemistry,3.21,,
09/08/2023 05:11:00,STUD3160,23,Female,Cell Biology and Genetics,,5,Comment 6217: The course was great!
09/09/2023 06:23:00,STUD2533,21,Male,Zoology,2.52,1,Comment 6218: The course was great!
09/10/2023 03:09:00,STUD3136,25,Malee,Geo,A,0,Comment 6219: The course was great!
09/11/2023 19:00:00,STUD3510,twenty,Other,Physics,3.21,1,Comment 6220: The course was great!
09/12/2023 12:08:00,STUD2540,19,Other,,2.0,3,
09/13/2023 06:50:00,STUD9458,23,Female,Biochemistry,1.99,2,Comment 6222: The course was great!
09/14/2023 19:03:00,STUD6627,24,Male,Mathematics,3.39,0,Comment 6223: The course was great!
09/15/2023 04:04:00,STUD3038,24,Female,Biochemistry,0.98,4,Comment 6224: The course was great!
09/16/2023 12:35:00,STUD2990,22,Female,Microbiology,5.0,1,Comment 6225: The course was great!
09/17/2023 05:21:00,STUD3488,19,Female,Cell Biology and Genetics,A,4,Comment 6226: The course was great!
09/18/2023 10:06:00,STUD7215,19,Female,Marine Sciences,2.05,1,Comment 6227: The course was great!
09/19/2023 00:35:00,STUD7139,22,Male,Chemistry,0.86,2,Comment 6228: The course was great!
09/20/2023 02:51:00,STUD3881,22,Other,Zoology,2.56,6,Comment 6229: The course was great!
09/21/2023 06:56:00,STUD2897,23,Othr,Computer Science,,5,Comment 6230: The course was great!
09/22/2023 20:35:00,STUD6955,21,Other,Botany,0.54,,Comment 6231: The course was great!
09/23/2023 07:34:00,STUD3218,19,Male,Marine Sciences,2.94,4,This is spam... ignore me
09/24/2023 20:06:00,STUD7067,18,Other,Zoology,5.0,1,Comment 6233: The course was great!
09/25/2023 17:49:00,STUD4497,25,Female,Cell Biology and Genetics,0.86,5,
09/26/2023 06:22:00,STUD1522,18,Other,Geophysics,1.06,4,Comment 6235: The course was great!
09/27/2023 00:46:00,STUD8483,23,Male,Marine Sciences,1.85,2,This is spam... ignore me
09/28/2023 11:20:00,STUD3880,24,,Comp Sci,0.84,5,Comment 6237: The course was great!
09/29/2023 04:31:00,STUD1681,20,Other,Chemistry,2.5,1,This is spam... ignore me
09/30/2023 08:02:00,STUD3597,19,,Computer Science,,,Comment 6239: The course was great!
09/01/2023 06:07:00,STUD9783,,Male,,1.73,2,Comment 6240: The course was great!
09/02/2023 00:46:00,STUD7938,18,Male,Computer Science,1.5,3,This is spam... ignore me
09/03/2023 02:20:00,STUD3535,18,Female,Mathematics,,5,Comment 6242: The course was great!
09/04/2023 08:31:00,STUD4324,18,Female,Zoology,3.42,5,Comment 6243: The course was great!
09/05/2023 11:41:00,STUD7087,21,Female,Cell Biology and Genetics,2.15,5,
09/06/2023 15:07:00,STUD8743,18,Male,Botany,1.95,2,Comment 6245: The course was great!
09/07/2023 21:06:00,STUD8441,25,Male,Geophysics,5.0,4,Comment 6246: The course was great!
09/08/2023 19:38:00,STUD5832,23,Male,Marine Sciences,2.89,2,
09/09/2023 05:59:00,STUD8413,24,Male,Geophysics,0.81,1,Comment 6248: The course was great!
09/10/2023 09:55:00,STUD6126,25,Other,Chemistry,3.83,1,
09/11/2023 02:37:00,STUD4543,19,Male,Computer Science,2.84,2,
09/12/2023 19:56:00,STUD4270,18,Female,Marine Sciences,2.28,5,
09/13/2023 04:59:00,STUD2822,22,,Mathematics,3.13,3,Comment 6252: The course was great!
09/14/2023 05:34:00,STUD9673,15,Other,Mathematics,3.63,1,Comment 6253: The course was great!
09/15/2023 15:59:00,STUD9255,20,Female,Biochem,0.99,5,
09/16/2023 15:03:00,STUD8310,21,Male,Biochem,0.94,3,This is spam... ignore me
09/17/2023 05:32:00,STUD1978,21,Other,Biochemistry,2.76,3,Comment 6256: The course was great!
09/18/2023 07:17:00,STUD8078,19,Other,Geophysics,0.38,5,This is spam... ignore me
09/19/2023 14:41:00,STUD4414,21,Female,Chemistry,,4,Comment 6258: The course was great!
09/20/2023 11:37:00,STUD3165,22,Male,Cell Biology and Genetics,3.14,1,This is spam... ignore me
09/21/2023 14:42:00,STUD7548,21,Othr,Microbiology,1.85,2,This is spam... ignore me
09/22/2023 15:37:00,STUD7835,25,Male,Cell Biology and Genetics,2.15,4,This is spam... ignore me
09/23/2023 17:17:00,STUD4901,22,Other,Computer Science,-1.2,4,
09/24/2023 22:39:00,STUD7884,24,Female,Geo,3.15,4,
09/25/2023 10:35:00,STUD9032,21,Female,Computer Science,2.59,2,Comment 6264: The course was great!
09/26/2023 07:59:00,STUD1834,25,Male,Zoology,0.58,2,
09/27/2023 21:09:00,STUD5625,18,Other,Marine Sciences,2.92,5,Comment 6266: The course was great!
09/28/2023 04:39:00,STUD1524,20,Male,Biochemistry,,5,Comment 6267: The course was great!
09/29/2023 21:18:00,STUD8027,19,Male,Cell Biology and Genetics,5.0,2,Comment 6268: The course was great!
09/30/2023 01:16:00,STUD1395,23,Other,Physics,2.2,7,
09/01/2023 02:54:00,STUD2015,23,Male,Computer Science,,1,
09/02/2023 10:24:00,STUD4922,21,Female,Computer Science,0.9,3,
09/03/2023 11:42:00,STUD9750,18,Male,Physics,0.62,3,Comment 6272: The course was great!
09/04/2023 20:51:00,STUD7232,19,Other,Marine Sciences,0.79,7,This is spam... ignore me
09/05/2023 14:37:00,STUD9226,22,Other,Chemistry,1.66,3,Comment 6274: The course was great!
09/06/2023 03:53:00,STUD9500,20,Female,Physics,3.8,,
09/07/2023 00:07:00,STUD9297,22,Female,Marine Sciences,1.31,4,
09/08/2023 08:37:00,STUD9455,20,Female,Marine Sciences,1.37,5,
09/09/2023 03:20:00,STUD1890,23,,Chem,1.85,1,This is spam... ignore me
09/10/2023 06:49:00,STUD5632,22,Female,Physics,3.52,4,Comment 6279: The course was great!
09/11/2023 01:46:00,STUD2107,24,Female,Marine Sciences,1.39,5,
09/12/2023 14:59:00,STUD1061,24,Male,Cell Biology and Genetics,3.16,3,Comment 6281: The course was great!
09/13/2023 21:30:00,STUD5895,23,Other,Zoology,1.7,1,Comment 6282: The course was great!
09/14/2023 20:16:00,STUD6105,24,Other,,0.01,2,Comment 6283: The course was great!
09/15/2023 15:16:00,STUD3911,18,Other,Geology,1.4,2,Comment 6284: The course was great!
09/16/2023 03:50:00,STUD3436,22,Other,Comp Sci,2.3,2,Comment 6285: The course was great!
09/17/2023 09:51:00,STUD3088,20,Other,Geophysics,3.85,2,
09/18/2023 21:09:00,STUD9981,24,Other,Botany,2.73,3,
09/19/2023 18:50:00,STUD8809,20,,Physics,-1.2,3,Comment 6288: The course was great!
09/20/2023 23:08:00,STUD8745,23,Other,Botany,1.3,3,
09/21/2023 00:39:00,STUD6347,18,Other,Biochemistry,2.32,3,Comment 6290: The course was great!
09/22/2023 00:42:00,STUD1033,19,Male,Zoology,1.5,1,Comment 6291: The course was great!
09/23/2023 15:51:00,STUD3543,19,Female,Botany,,4,
09/24/2023 05:46:00,STUD1155,23,Other,Bio,,5,Comment 6293: The course was great!
09/25/2023 23:58:00,STUD4364,25,Male,,2.0,4,
invalid date,STUD6114,20,Male,Microbio,1.78,2,This is spam... ignore me
09/27/2023 20:40:00,STUD2031,20,Male,Microbiology,2.65,3,This is spam... ignore me
09/28/2023 11:47:00,STUD2108,,Female,Biochemistry,,1,
09/29/2023 06:19:00,STUD5022,,Male,Geophysics,3.0,3,Comment 6298: The course was great!
09/30/2023 07:51:00,STUD7653,18,Othr,Geology,0.37,2,
09/01/2023 18:12:00,STUD1814,22,Other,Phys,2.75,4,This is spam... ignore me
09/02/2023 13:48:00,STUD8872,23,Female,Botany,2.94,2,
09/03/2023 18:50:00,STUD6553,24,Other,Microbio,3.18,1,Comment 6302: The course was great!
09/04/2023 06:58:00,STUD5160,19,Female,Physics,,1,Comment 6303: The course was great!
09/05/2023 12:07:00,STUD9911,25,,Cell Biology and Genetics,3.94,0,This is spam... ignore me
09/06/2023 15:00:00,STUD5254,24,Male,Zoology,3.11,1,Comment 6305: The course was great!
09/07/2023 20:16:00,STUD1138,23,,Phys,1.12,5,
09/08/2023 20:35:00,STUD8535,25,Female,Microbiology,3.46,1,Comment 6307: The course was great!
09/09/2023 23:41:00,STUD6626,20,Female,Geophysics,2.37,3,
09/10/2023 02:09:00,STUD9326,22,Male,Microbiology,1.79,,Comment 6309: The course was great!
09/11/2023 00:01:00,STUD3684,22,Other,Comp Sci,,3,Comment 6310: The course was great!
09/12/2023 06:52:00,STUD9100,twenty,Male,Botany,2.49,2,
09/13/2023 19:36:00,STUD1780,23,Male,Mathematics,3.04,5,
09/14/2023 03:46:00,STUD8584,100,,Marine Sciences,0.95,2,Comment 6313: The course was great!
09/15/2023 08:02:00,STUD8461,15,Male,Biochemistry,1.2,1,Comment 6314: The course was great!
09/16/2023 15:28:00,STUD4974,24,Male,Geophysics,0.89,4,This is spam... ignore me
09/17/2023 22:46:00,STUD1035,24,Female,Chemistry,2.5,3,
09/18/2023 02:30:00,STUD6288,,Male,Physics,1.35,5,This is spam... ignore me
09/19/2023 04:37:00,STUD9073,18,Female,Geophysics,3.35,5,Comment 6318: The course was great!
09/20/2023 06:41:00,STUD2169,24,Malee,Physics,,2,
09/21/2023 22:28:00,STUD3868,19,Femal,Zoo,3.55,4,Comment 6320: The course was great!
09/22/2023 20:57:00,STUD5367,22,Male,Marine Sciences,0.75,3,Comment 6321: The course was great!
09/23/2023 04:57:00,STUD9742,22,Female,Cell Biology and Genetics,-1.2,1,Comment 6322: The course was great!
09/24/2023 02:17:00,STUD1198,21,Othr,Geophysics,2.48,2,
09/25/2023 23:32:00,STUD8425,20,Other,,1.41,3,This is spam... ignore me
09/26/2023 14:23:00,STUD3238,25,Female,Zoology,2.57,1,Comment 6325: The course was great!
09/27/2023 17:14:00,STUD9349,,Other,Mathematics,2.26,5,Comment 6326: The course was great!
09/28/2023 19:39:00,STUD4508,25,Other,Zoology,2.53,1,Comment 6327: The course was great!
09/29/2023 18:44:00,STUD9746,25,Other,Marine Sciences,2.43,4,Comment 6328: The course was great!
09/30/2023 05:32:00,STUD6907,twenty,Other,,1.64,5,Comment 6329: The course was great!
invalid date,STUD3819,19,Other,Geophysics,0.35,7,Comment 6330: The course was great!
09/02/2023 07:37:00,STUD4170,24,Male,Cell Biology and Genetics,A,3,This is spam... ignore me
09/03/2023 20:18:00,STUD5574,23,Male,Microbiology,1.06,4,This is spam... ignore me
09/04/2023 23:43:00,STUD4833,22,Other,Computer Science,2.31,0,This is spam... ignore me
09/05/2023 11:04:00,STUD3491,,Female,Biochem,1.05,1,This is spam... ignore me
09/06/2023 16:13:00,STUD7596,19,Female,Botany,5.0,0,Comment 6335: The course was great!
09/07/2023 18:53:00,STUD2876,18,Other,Microbio,2.91,1,Comment 6336: The course was great!
09/08/2023 10:20:00,STUD1041,20,Other,Geology,0.32,1,Comment 6337: The course was great!
09/09/2023 04:29:00,STUD8526,25,Other,Botany,0.74,1,This is spam... ignore me
09/10/2023 17:04:00,STUD6970,23,Male,Microbiology,1.84,1,This is spam... ignore me
09/11/2023 14:59:00,STUD1822,22,Other,Microbiology,4.0,1,
09/12/2023 08:42:00,STUD1606,15,Male,Bio,4.0,2,This is spam... ignore me
09/13/2023 11:23:00,STUD9655,19,Female,Biochemistry,1.07,,Comment 6342: The course was great!
09/14/2023 20:23:00,STUD7587,25,Other,Mathematics,A,1,
09/15/2023 11:54:00,STUD3952,18,Other,Biochemistry,,3,
09/16/2023 03:06:00,STUD2029,19,Other,Chemistry,2.29,1,
09/17/2023 15:08:00,STUD8925,25,Other,Marine Sci,0.82,4,This is spam... ignore me
09/18/2023 18:36:00,STUD4787,21,Female,Geology,1.02,1,
09/19/2023 05:12:00,STUD3698,,Other,Botany,3.56,1,Comment 6348: The course was great!
09/20/2023 22:30:00,STUD9784,19,Other,Physics,1.74,4,This is spam... ignore me
09/21/2023 14:11:00,STUD1942,,Female,Cell Biology and Genetics,2.91,3,
